Options: 
	Output File = /gpfs/alpine/scratch/brantran/gen150/accelwattch-artifact-appendix/accel-sim-framework/gpu-simulator/../accelwattch_hw_profiler/ubench_power_reports/BE_SP_FP_ADD_2000000000/run_1.rpt
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 900
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.2770, Util: 135, CoreClockMhz: 877, MemClockMHz: 0, Temp: 32
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
[000] Power: 141.6120, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 41
Shutting down NVML... Success
Complete 
Options: 
	Output File = /gpfs/alpine/scratch/brantran/gen150/accelwattch-artifact-appendix/accel-sim-framework/gpu-simulator/../accelwattch_hw_profiler/ubench_power_reports/BE_SP_FP_ADD_2000000000/run_4.rpt
	CSV mode = 0
	Device ID = 0
	Sample Rate = 100 ms
	Number of power samples = 900
	Print PSU info = 0
	Process Name = (null)

	Temperature Cutoff (0 iff disabled) = 0
Initializing NVML... Success
Getting device... Selected device 0: Tesla V100-SXM2-16GB


Starting power measurement...
[000] Power: 36.3010, Util: 135, CoreClockMhz: 877, MemClockMHz: 0, Temp: 32
[000] Power: 101.7030, Util: 1312, CoreClockMhz: 877, MemClockMHz: 0, Temp: 33
[000] Power: 122.6480, Util: 1447, CoreClockMhz: 877, MemClockMHz: 56, Temp: 34
[000] Power: 129.4890, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 35
[000] Power: 139.1710, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 35
[000] Power: 139.1710, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 36
[000] Power: 139.1710, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 36
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 36
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 36
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 36
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 139.6590, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 37
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 38
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.1470, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 39
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 140.6360, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
[000] Power: 141.1240, Util: 1530, CoreClockMhz: 877, MemClockMHz: 100, Temp: 40
